doc_id,gold_document_id,strategy,strategy_label,run,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S2_sections,S2 – Section filtering,1,12327.0,260.0,12587.0,0.061635,0.0039,0.065535
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S2_sections,S2 – Section filtering,2,12327.0,222.0,12549.0,0.061635,0.00333,0.06496500000000001
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S3_fields,S3 – Field extraction,0,1316.0,261.0,1577.0,0.006580000000000001,0.003915,0.010495
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S3_fields,S3 – Field extraction,1,1316.0,200.0,1516.0,0.006580000000000001,0.003,0.009580000000000002
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S3_fields,S3 – Field extraction,2,1316.0,261.0,1577.0,0.006580000000000001,0.003915,0.010495
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,0,1316.0,200.0,1516.0,0.006580000000000001,0.003,0.009580000000000002
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,1,1316.0,261.0,1577.0,0.006580000000000001,0.003915,0.010495
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,2,1316.0,250.0,1566.0,0.006580000000000001,0.00375,0.01033
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,0,5849.0,200.0,6049.0,0.029245,0.003,0.032245
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,1,5849.0,175.0,6024.0,0.029245,0.0026249999999999997,0.03187
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,2,5849.0,175.0,6024.0,0.029245,0.0026249999999999997,0.03187
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S1_full,S1 – Full text,0,8703.0,161.0,8864.0,0.043515,0.002415,0.04593
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S1_full,S1 – Full text,1,8703.0,161.0,8864.0,0.043515,0.002415,0.04593
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S1_full,S1 – Full text,2,8703.0,165.0,8868.0,0.043515,0.002475,0.045989999999999996
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S2_sections,S2 – Section filtering,0,7525.0,171.0,7696.0,0.037625000000000006,0.002565,0.040190000000000003
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S2_sections,S2 – Section filtering,1,7525.0,124.0,7649.0,0.037625000000000006,0.0018599999999999999,0.039485000000000006
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S2_sections,S2 – Section filtering,2,7525.0,157.0,7682.0,0.037625000000000006,0.002355,0.03998000000000001
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S3_fields,S3 – Field extraction,0,1129.0,127.0,1256.0,0.005645,0.001905,0.007549999999999999
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S3_fields,S3 – Field extraction,1,1129.0,127.0,1256.0,0.005645,0.001905,0.007549999999999999
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S3_fields,S3 – Field extraction,2,1129.0,190.0,1319.0,0.005645,0.00285,0.008494999999999999
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,0,1296.0,189.0,1485.0,0.0064800000000000005,0.002835,0.009315
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,1,1296.0,126.0,1422.0,0.0064800000000000005,0.00189,0.00837
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,2,1296.0,189.0,1485.0,0.0064800000000000005,0.002835,0.009315
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,0,5616.0,176.0,5792.0,0.028079999999999997,0.0026399999999999996,0.030719999999999997
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,1,5616.0,177.0,5793.0,0.028079999999999997,0.002655,0.030735
8392233-FinancialStatement-1708722656073,RiverNetwork_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,2,5616.0,176.0,5792.0,0.028079999999999997,0.0026399999999999996,0.030719999999999997
